	A01	A02	A08	A09	A107	A11	A13	A16	B03	B13	DC05	DC13	DC16	DC23	DC25	DC26	DC27	H01	H02	H03	H04	H11	H12	H13	H16	H19	H22	H23	H24	H27	H28	H31	H32	H34	H46	H47	H48	H49	H50	H54	H60	H63	H65	H69	H73	NC150	NC151	NC152	NC159	NC173	NC183	NC185	NC201	NC210	NC307	NC308	NC317	NC318	NC326	NCF004	NCF026	NCF041	NCF044	NCF051	NCF055	NCF106	NCF168	NCF171	NN0897	QM01	QM03	QM04	QM07	S02	S05	S08	S11	SK02	SK03	SK08	SK11	SK12	SK14	SK20	SK22	SK27	SK43	SK44	SK51	SK54	SK56
H49_contig_53_pilon	0.0	0.0	0.0148525544904105		0.0	0.5412900482498574	0.0013862608286638		0.0		0.0397619781035965	0.0	0.0					0.0138374769827092			0.0080445115194063		0.0			0.0014516462324469		0.0029013699665337	0.0	0.0062713581319774	0.0			0.0	0.0	0.0		0.0029897272807744	0.0288027906837481	0.0		0.0	0.0058579388325138	0.0	0.0076697439959962	0.0	0.0014305122602406				0.0161078537456663	0.0	0.0013778447831349	0.0	0.0	0.0313411636172972	0.0	0.0285198040328359	0.0	0.0	0.0				0.0			0.0	0.0	0.0161489686686696	0.0		0.0515578434304622		0.0			0.0496054369633156			0.0			0.0		0.0	0.0042594900668493	0.0	0.0	0.0	0.2598143012732555
H49_contig_90_pilon	0.0051370824820591	2.9487844658683238			0.0024084553758817			0.0040651905412307		0.0020688477290139										23.591280498841886				0.002757661361678			0.0049939729942132			3.920932912326681		0.0472531493855007						156.72164567857493						0.0013195712619597								0.0156435054061192					0.0066904977084214			0.0099619274321999	0.0		0.0006909382535221						0.0575669254997286								0.0						0.0026380228695323			9.45223053087675					0.0020284151941374
H49_contig_92_pilon				0.0751591804201817						0.7934508281635791				0.0044461762052804			0.0282883722193176											0.0294909369718897			0.0630997053898579							238.5150416065976						0.7062802699637264																	0.3668556702639846	0.0126230294374494		0.3952835796377838																						1.3420944214354853					
H49_contig_96_pilon																		0.6517606492002729					0.1125557099574695													0.1888647645293974		2.8983906583121795				1.42044728055176						0.0449204345664564																0.0168840498490802							1.749871198048437	0.0669282461635171																		0.2629982042189219	0.7556588671896307
H49_contig_97_pilon		0.0							0.0	0.0		0.0			0.0	0.0						0.0	0.0	0.0					0.0		0.0			0.0				0.0	0.0								0.0				0.0								0.0		0.0						0.0		0.0	0.0						0.0	0.0	0.0					0.0	0.0		0.0		0.0			
H49_utg00000001_pilon	0.0							0.0	0.0															0.0013037689472825						0.0006963716130617	0.0098241770925229	0.0						28.861286156666093																						0.0				0.0							0.0	0.2150391388680623							0.0012392548845662								0.0012612634164192		0.0		
H49_NODE_2	0.4245398316471591	0.4714540506518171	0.382055531429711	2.2572929407398776	0.5134390422038831	0.2746566114419474	1.7188817379614134	0.0835632789656504	0.1769698753933714	0.4106413154868314	0.0772751278813999	0.1551907640056795	1.876818566195979	4.290993896526235		0.9075685967425374	1.0933338193195243	0.2631705233293346		0.1094344701858724		1.753377908159116		1.6199908426019225			0.1812484618623825			0.67932814083284			0.7112395787896205	0.0598653496194291	0.0417568098144244			6.9356988729040046	0.3556992461713573	1.102725719418573				0.2819602697855528	0.0748304293975036	0.3366873637768056	0.412478113663715	0.1145725312269438		0.2824559708220323	0.5257675172492899		0.1178554434319532	1.4903026981298844	2.1991842951226284	0.1341556674465811	0.1096374421863864	0.1360370535637056	0.2956860873399907	0.6215315690629764	0.3025377743587709	0.6817478902590179	0.0778349326310522	0.0314927674918699	0.0666592669313549				0.7766070187852792		1.165936054396578	0.091258654744757		0.0798625764040725	0.1066735356349896					0.0897205057611685		0.0668816421078937	0.306708940836753	0.1478104601149435		0.074862027468346	0.5283298037577494	0.3146709452647965	1.0020023489471042		1.27201143181122
H49_NODE_4					0.0128664068777682	0.0020496774118018			0.0	0.0	0.0					0.0667284356997625					0.0134483279819293	0.0												0.0				0.2476643346259976			0.0	0.0005430842600071									0.0795055955743651	0.0	0.0005500650992441		0.0002944320910127				0.0		0.0	0.0100666264844987	0.0	0.0056146434660212		0.0126848761465055					0.0			0.0		0.0008734144950794	0.0					0.0		0.0032635251567673		0.0	0.0014170662611575				
H49_NODE_6	0.0089172722053755					0.0006173439608608		0.0033386133019069													0.0353361877721098		0.6898242766804811											0.0143737313271039				6.934655861885434																					0.0010459802073649												0.4436245226657324	0.2591641114615239														0.0797775519236017	0.0				
H49_NODE_7	0.1465108667813534	0.1155369073029203						0.0166975494737578	0.0								0.0076419745970483																	0.0988459410684477				1.5239663180106535	0.0003983657083979					0.0038464993933839		0.0003509718411561	0.0003561323849218												0.0558943434183724		0.0130979465113715		0.0018309621738887	0.0946202686091818					0.0440700972033958												0.008528048678664										
H49_NODE_8					0.1770877688329709	0.0491478934158398														52.7583262161874									0.0814767535431962	0.1237593809842262	0.0944614471253312							38.60047749924294		0.9153234652576382																															5.596912775041874		18.468881235258305								0.7509829259196911						0.2167311332614013			0.4151141658683064	0.0808278621704417
H49_NODE_9		0.009521319519673								0.1109730776183116													0.0053025654727871								0.0012384631185669							6.70461729183426																																					0.0046601580988174																
H49_NODE_11																		0.0					0.0683753790023732													0.0081170675659565		1.3078456317406608				0.0004810703978566						0.0154646983454018																0.0							0.0	0.4083628876674061																		0.0	0.5416050270499393
H49_NODE_14		0.0	0.0		0.0		0.0			0.0						0.0										0.0		0.0		0.0		0.0		0.0			0.0	0.0739278058718955	0.0			0.0	0.0010573055402036					0.0											0.0	0.0		0.0	0.0				0.0								0.0					0.0		0.0	0.0	0.0		0.0		0.0			
H49_NODE_15																										0.0291399082097142					0.3906677032343471							211.40458742573531																																																	3.130514490787226				
H49_NODE_17																						0.0		0.0			0.0016744908437928	0.0010662676615452		0.0005761887011332	0.0021676471709334			0.0	0.0			0.0225241578421763		38.487638174107474			0.0010764105943858		0.0	0.0	0.0			0.0									0.0							0.0	0.0				0.0	0.0066121418939995		0.0005184957074951	0.0						0.77055468917654										
H49_NODE_19	0.0010639480742008	0.1571621817221032						0.0022451922403852	0.0	0.0302793834006437	0.7971590604993423			0.0			0.0				0.632360430371694					0.0305048005727044				0.0				0.0				0.127978760163763													0.0022793899172327				0.0275521961103843		0.0072055255724112		0.1296039913115591	0.0	0.0		0.0131653060399636				0.0					7.273312026947057		0.0005490294967008	0.0005398047424854				0.0010857624804741	0.0	0.0								0.0022564322718818		
H49_NODE_22						0.0					0.0005903661185369					0.0080178242251368																				0.0011501941894018	0.0	0.0																																								0.0022726807531861							0.0017267608181509	0.0017303940613302					
H49_NODE_23	0.0	0.0				0.0		0.0	0.0												0.0	0.0									0.0012498128895788			0.0	0.0		0.0	0.469111597610678													0.0024823014002856				1.8821820552837936		0.0006036124667517		0.0	0.0	0.0	0.0	0.0	0.0	0.0055834353655003				0.0	0.0	0.0006794316733038	0.0			0.0	0.0			0.0	0.0005730805060075		0.0							0.0018429750475541		
H49_NODE_24																	0.0				0.0									0.0				0.0			0.0	0.0				0.0								0.0			0.0				0.0		0.0	0.0			0.0	0.0			0.0					0.0					0.0			0.0			0.0	0.0					0.0		
H49_NODE_25	0.0025742886006131							0.0020371433992268	0.0															0.0006909579739581						0.0022143349243868	0.0034710104699682	0.0						33.86156497392957																						0.0				0.0012919180425516							0.0030190944213552	6.574503296904493							0.0								0.0020052939978046		0.0		
H49_NODE_31		0.0				0.0																	0.0			0.0				0.0009240893460746								0.1920748154363752				0.0																							0.0									0.0							0.0841261274154098					0.0	0.0				
H49_NODE_33																																						3.077399323959153																																																					
H49_NODE_35		0.0			0.0															0.085856485508992						0.0	0.0				0.0					0.0		0.0410285922669386					0.0046738140249215			0.0	0.0																		0.0		0.0																			0.0206635841785463				0.0	
H49_NODE_36	0.1835418714076197		1.2642387680080651	3.437289758739567	0.2653884301696401			0.3372821496358125					0.2545244697749328																									3.908961643638315																1.4429481751552715																																	0.0830022410901508				
H49_NODE_39														0.0191900309071921																	0.0114369794985454					0.0009272323761508		45.53160454906202																																																				0.0026872908901523	
H49_NODE_41		0.0			0.0	0.0					0.0																0.0				0.0							0.0					0.0																	0.0							0.0																							0.0	
H49_NODE_42																																						5.311308322829579																																																					
H49_NODE_47		0.0													0.0395631838770902																							0.0956466654257719	0.0065477871971093																												0.0																0.0062674353847053								
H49_NODE_49									0.0380290751471808									0.0					0.0119543400027759															0.3390904537358378								0.0010677499216702	0.0032503490153395																														0.0304793768793459							0.0		0.0					
H49_NODE_51																															0.0							8.276828355963943																																																					
H49_NODE_54	0.0	0.0564843074510627						0.0407245074315767	0.0	0.0938739872129519	0.0036687869554889		0.0			0.0				0.429513463875776				0.0			0.0	0.0		0.0	0.0							0.0062068121822543		3.0927998813876187					1.9183721305289103															0.0	0.0048544254973187	0.1411923412888638	0.0	0.0056970699118124		3.00621655017322											0.0					0.0	0.0	0.0					0.0012037760348037		
H49_NODE_58																																						0.7790742009168266				0.0										0.0022463569013109																																							
H49_NODE_60		0.0								0.0032187031702085		0.002736046418678	0.0			0.0					0.0						0.0039957936376674				0.0	0.0						0.0013109465327808		0.0013845551484461		0.0131228905736265		0.0006158947530967						0.0243033703051618			0.0338330949968145							0.0051306100758277	0.0		0.0077397001403526		0.0019256799778366				0.0013268494950224				0.0	0.0						0.0035577117866663		0.0006132243796671	0.0	0.0						0.0194460853299132	
H49_NODE_62					0.0				0.0	0.0	0.0			0.0			0.0															0.0				0.0012746266481854		0.0504712665198064	0.0												0.0									0.0		0.0	0.0		0.0	0.0																		0.0				0.0			
H49_NODE_66																																						0.8605939314885777		0.0																						0.0226116280527867												0.0					0.0				0.0								
H49_NODE_70																		0.0																				0.9444143488064																																														0.0018685130266522							0.0276368214078581
