taxonomy,A01,A02,A04,A06,A08,A09,A107,A11,A12,A13,A15,A16,A17,A18,B03,B04,B13,B14,DC05,DC09,DC13,DC15,DC16,DC17,DC22,DC23,DC25,DC26,DC27,DC28,H01,H02,H03,H04,H09,H11,H13,H15,H16,H19,H22,H24,H25,H27,H28,H29,H30,H31,H32,H34,H40,H41,H42,H43,H44,H45,H46,H47,H48,H49,H50,H54,H55,H56,H6,H60,H62,H63,H65,H69,H7,H73,NC150,NC151,NC152,NC159,NC173,NC178,NC183,NC185,NC199,NC201,NC304,NC308,NC312,NC317,NC318,NC323,NC326,NC370,NCF004,NCF005,NCF006,NCF007,NCF008,NCF009,NCF021,NCF024,NCF026,NCF031,NCF033,NCF041,NCF043,NCF044,NCF051,NCF055,NCF058,NCF060,NCF068,NCF092,NCF093,NCF098,NCF106,NCF154,NCF168,NCF171,NCF196,NN0897,QM01,QM02,QM03,QM04,QM07,QM08,S02,S05,S06,S08,S11,S19,SK02,SK03,SK05,SK06,SK07,SK08,SK09,SK10,SK12,SK14,SK19,SK20,SK22,SK23,SK27,SK41,SK42,SK43,SK44,SK47,SK51,SK54,SK55,SK56,SML01
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_unclassified,0.10594,0.0,0.0,0.0,0.0,1.94631,0.97927,0.21379,1.7172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00696,0.0,0.0,0.0,0.20078,0.0,0.20354,0.63875,0.0,0.0,0.0,0.04166,0.0,0.0,0.0,0.21047,2.26153,0.0,0.0,0.68582,0.0,0.09437,0.0,0.0,0.10337,0.15725,0.0,0.0,0.0,0.0,0.13827,0.0,0.0,0.05182,1.11277,0.0,0.28655,0.0,0.0,0.0,1.04411,0.33891,0.0,1.22195,0.35858,0.0,1.05719,0.0,0.0,0.0,0.18007,0.0,0.0,0.0,0.0,0.0,0.16319,0.0,3.53536,0.70015,0.00013,0.0,0.0,0.20368,0.32406,0.40056,0.0,0.0,0.1651,0.0,1.20744,0.0,0.0,0.0,0.46369,0.79821,0.45734,0.0,0.0,1.0711,0.0,0.4176,0.29789,0.0,0.0,0.0,2.18945,0.85567,0.0,0.0,0.0,0.0,0.0,0.12532,0.86207,0.0,0.38098,0.0,0.0,0.44603,0.93251,0.76889,0.0,0.0,0.0,0.0,0.52575,1.29399,0.0,0.17149,0.0,0.0,0.62555,0.09875,0.79395,0.0,0.0,0.0,0.0,0.0,0.44983,0.0,0.0,0.55579,0.01311,0.0,0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus,0.10579,0.02485,0.56797,1.94931,0.18558,0.45866,0.60766,0.11858,0.18004,0.06677,0.0,0.55831,0.0832,22.63749,0.53211,0.0,0.04173,0.0,0.01358,0.0,0.78824,1.90071,0.07485,0.0,1.89957,0.02016,0.38427,0.00945,1.28383,0.33367,0.0,0.0,0.0,0.0,0.0,0.00199,1.53536,1.608,0.0,0.07351,0.08729,0.00453,2.08174,0.01837,0.91325,0.0,0.34275,0.09994,0.18813,0.03385,0.0,0.01712,0.0,0.0,0.10326,3.83593,0.12606,0.96661,0.0016,0.00063,0.0,0.0,2.25902,0.0,0.0,0.0,1.88052,0.00442,0.0,0.18741,0.02042,0.01008,0.0,0.0,0.76464,0.0,2.02796,0.0,0.0,1.48886,0.43398,5.08982,2.53362,1.47015,0.0,0.00444,0.0,0.0,0.5082,0.01386,2.3737,0.0,0.00646,0.0069,0.03168,0.70904,0.00228,0.00721,0.52408,0.02601,0.20213,0.18378,1.77286,0.00275,0.27858,0.00258,0.12085,0.00077,0.0,0.0,0.00865,0.0,0.0,0.19926,0.07756,0.00015,0.0,0.93978,0.00631,0.0,0.10396,1.26615,0.0,0.02544,0.089,0.08054,1.87966,2.0689,0.01081,0.02864,4.93393,0.78154,0.0,0.0,0.39208,0.08918,0.1175,0.02227,0.38085,0.11129,0.05239,0.06554,0.22397,0.08674,0.1639,0.01021,0.0,1.11845,0.47198,0.0,0.90043,0.04209,1.63035,0.07355,0.16597
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname|g__Bacteroidales_noname|s__Bacteroidales_bacterium_ph8,0.1,0.47979,0.0,0.0,0.0,0.36715,0.0,0.37208,0.55291,0.1918,0.0,0.0,0.0,0.0,0.12192,0.0,0.02211,0.0,0.0,0.0,0.0,0.0,0.25883,0.0,0.27213,0.0,0.28415,0.01725,0.0,0.0,0.0,0.0,0.01358,0.11739,0.0,0.10825,0.0,0.0,0.0,0.63052,0.45955,0.0,0.11492,0.07829,0.11351,0.0,0.0,0.20085,0.0,0.11604,0.0,0.00051,0.03827,0.0,0.0,0.0,1.69363,0.0,0.0,0.29492,0.0,0.02397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09368,0.0,0.0,0.01206,0.0,0.14185,0.0,0.24818,0.0,0.40836,1.67961,0.0,0.80003,0.0,0.0,0.01043,0.21321,0.0,0.01655,0.0,0.03535,0.40798,0.01609,0.66434,0.15318,0.0,0.12943,0.0,0.0,0.18623,0.0,0.85438,0.0,0.0,0.12579,0.05472,0.6311,0.00797,0.0,0.0,0.15899,0.06637,0.0,0.0,0.1175,0.0,0.79248,0.0,0.0,0.17742,0.0,0.16438,0.21908,0.2771,0.13415,0.51479,0.0,0.88489,0.92454,0.0,0.0,0.0,0.0,0.0,0.0088,0.36682,0.38006,0.0,0.07326,0.03421,0.07701,0.23352,0.01998,0.0,0.01086,0.0,0.0,0.0,0.0,0.58228,0.0,0.0,1.91571,0.0,0.0,0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_unclassified,0.08833,0.06293,0.0,4.36766,0.0,0.0,0.0,0.0,0.0,0.11717,0.0,0.0,0.0,0.0,0.0,8e-05,0.0,0.02668,1.36744,0.67743,0.07766,2.81237,0.0,0.0,0.05002,1.39969,0.0,0.02393,0.0,0.0,0.0,0.0,0.0,1.20438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93095,0.0,1.44234,0.0,0.0,0.68105,0.10063,0.0,0.0,0.0,0.0,0.77333,0.0,0.0,0.0,0.0,0.0,0.00837,0.0,0.94465,1.68381,0.0,0.0,0.0,0.3806,0.07978,0.0,0.0,2.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00133,0.0,0.54833,0.0,0.92486,0.0,0.0,0.0,0.0,0.11496,1.80631,6.40344,0.0,0.31294,0.0,0.14346,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.46142,0.0,0.0,0.0,0.0,0.0,0.0,0.10935,0.0,0.0,0.0,0.0,0.2286,0.0,0.0,0.0,0.04505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02729,0.0,0.00906,0.0,0.0,0.0,0.2133,2.0972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli,0.08438,0.02753,0.13302,1.64582,0.00959,0.28189,0.01058,0.02459,0.08827,0.05325,0.08038,0.72556,0.06689,18.00608,0.09667,3.82174,0.00185,0.463,0.0,0.47433,0.07066,0.6412,0.50956,0.01737,0.02906,0.01674,0.04214,0.93184,0.03221,0.03959,0.08774,1.03252,0.02354,0.92172,0.19556,0.2758,0.12573,0.00963,0.02359,0.16402,0.04189,0.05774,0.02507,0.00854,0.1315,2.43457,1.25485,0.02264,0.08486,0.83705,0.03052,0.92518,0.04749,0.62317,0.01586,0.80666,0.98105,0.0,0.04082,0.74321,0.113,0.0083,0.0726,0.56898,0.01277,0.05842,0.53206,0.22737,0.00747,0.01156,1.2567,0.59215,0.07698,0.20558,0.40852,0.70293,0.06077,0.28368,7.45082,0.35818,0.00241,0.47217,0.89653,0.70207,1.56649,0.08779,0.00933,1.33022,0.73317,0.15217,0.04738,0.30772,0.0,3.2806,0.01326,0.15021,0.14441,1.57496,0.02778,0.15195,2.36703,0.0414,0.06046,0.13438,0.04895,0.38995,0.19448,1.15172,0.26625,0.0,0.02406,0.69429,0.20849,0.36441,0.06868,0.55464,0.7615,0.02853,0.01093,0.04037,0.02886,0.09007,0.58013,0.16436,0.0,0.29923,0.01409,0.13843,0.00319,0.03362,0.00829,0.05474,0.95975,0.38365,0.40432,0.00901,0.07012,0.00515,0.04579,0.79116,0.09176,0.0353,0.09142,0.02073,0.36737,0.0,0.82311,0.01204,0.70933,0.62258,0.02989,0.24415,0.23602,0.04532,0.18477
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Mitsuokella|s__Mitsuokella_multacida,0.07825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10023,0.0,0.01203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29267,0.0,0.0,1.0892,0.0,0.0,0.0,4.76606,0.0,0.56887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum,0.07458,0.24479,0.82059,0.67034,1.15023,0.60743,1.10385,1.72611,4.46673,1.74556,0.0,0.0,0.63623,0.0,0.15172,0.00619,0.01183,0.31378,0.64473,0.39286,0.0182,1.11776,3.97573,3.3284,0.15432,0.92719,0.18231,1.27574,0.08041,0.72179,1.8703,0.0,0.43959,0.90528,0.01509,0.39832,0.5406,0.0,0.0,0.87126,0.64642,5.1722,0.16569,0.42556,1.4311,0.0,0.86905,0.0,0.14887,0.06063,0.0,1.79916,0.42417,3.49875,0.25573,0.74811,1.75201,0.84039,1.26749,1.23306,1.90293,0.00904,0.42367,0.0,3.27878,1.52885,1.51557,4.95756,3.11297,1.24309,2.54274,0.0,0.97765,2.40073,0.22547,0.51321,2.68608,0.96803,1.58732,1.93938,0.80831,0.84315,5.16277,3.97984,0.4977,0.51363,0.54865,1.97322,6.679,0.0,0.43748,2.74507,1.01726,0.73447,1.27956,1.52096,0.30087,3.07566,0.20835,7.50084,0.5096,0.40852,1.76311,0.13781,0.17986,0.25432,0.26755,1.35864,0.89043,0.0,1.17572,0.31951,1.80838,0.0,0.1077,0.87039,0.04449,0.5012,1.31796,0.51831,0.0704,7.96528,2.75026,1.34708,0.96423,0.49676,1.53335,0.36669,0.48192,0.35309,0.0,0.02642,0.0,0.12887,0.33346,0.12116,0.13184,0.03021,1.07428,3.30771,0.44518,0.36114,0.84771,0.79189,1.50585,1.60895,0.33277,2.72403,0.44587,0.80106,0.0,2.46516,6.06656,1.91192,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius,0.07249,0.13733,0.19937,1.07541,0.04359,0.10536,0.0251,0.47221,0.23431,0.01287,0.06499,0.30221,0.08285,0.03525,0.03541,1.00263,0.13071,0.12932,3.67739,4.58978,1.89245,0.06755,1.34432,0.39156,0.1178,2.00362,1.19572,1.21012,0.10479,0.17418,0.0482,0.10937,0.29829,0.30806,0.02326,0.00853,0.1109,0.19396,2.54194,0.16195,0.53351,3.76895,0.18557,0.61248,1.19126,0.5855,0.43727,0.353,0.25998,0.04483,0.01726,0.00027,0.07445,3.18815,0.0,0.52089,0.10371,0.04518,0.00714,0.65877,0.87592,0.02042,0.00443,0.21234,1.09046,10.12206,0.93061,0.20999,0.13602,0.13516,0.94646,0.02073,0.11676,0.3464,0.79146,0.03623,0.343,0.0701,2.01428,0.92645,1.31851,0.41666,0.07331,0.35238,0.27143,0.20122,0.01388,1.19531,1.04515,0.24408,0.00585,0.17953,0.23671,0.70648,0.71598,0.11539,0.09701,0.78265,0.41963,1.14199,0.17558,0.59277,0.25616,0.03439,0.08095,0.22152,0.55561,0.27988,0.34386,0.02338,0.28953,0.28352,0.28634,0.22914,0.36645,0.75697,2.63044,0.40912,0.70783,0.02789,0.92402,1.89787,0.23188,0.79915,0.80377,0.02676,0.43584,1.84008,0.13047,0.04413,0.02024,0.04577,0.27357,0.19014,0.40109,0.20093,0.06345,1.18396,1.85719,1.25143,0.09083,0.75467,0.06557,0.02366,0.06587,0.16898,0.0204,0.14454,0.34229,0.38358,0.60998,1.204,0.26978,0.47184,0.17878
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis,0.07104,7.55116,0.26383,0.00116,5.93643,3.37564,1.47714,1.06914,11.37696,2.0966,0.00224,0.37921,1.28218,0.0,6.11327,1.54979,0.10642,23.44554,2.11587,0.03117,1.67488,1.00717,1.81058,0.05481,1.41747,1.35383,6.92798,1.8148,8.01722,0.49377,12.51695,14.08087,0.85282,0.11184,0.01253,1.05208,24.85411,8.32734,1.49216,1.11024,5.38012,1.60043,0.19841,0.08277,0.16542,0.00175,9.86983,0.46312,0.60732,0.03627,0.8815,0.11644,0.00836,3.55824,1.2873,4.943,6.23666,0.18669,0.08417,0.61578,0.09245,0.75862,6.05444,2.66525,0.01084,1.3417,3.0094,0.14173,9.37096,1.8457,0.66313,0.19529,0.0827,0.6708,0.71822,0.0,3.83751,1.45724,1.48815,0.23962,18.89822,2.88464,0.36742,9.21018,0.25724,19.60522,1.17259,0.1048,1.61216,2.42907,8.4185,0.81545,1.09912,0.24953,0.39855,4.37897,0.13131,0.15982,0.69745,0.82192,2.16556,0.45031,4.4917,0.00136,0.65895,0.12724,1.93363,0.4902,0.31781,2.11458,0.11787,0.17923,1.59065,0.7837,0.13255,0.92574,0.76264,3.22796,1.00405,1.66743,0.01143,0.17053,0.0362,7.74829,0.59201,0.80045,0.291,12.75796,0.1807,0.45804,13.01558,7.16779,0.0,0.31538,0.09924,6.55903,0.17044,0.06083,5.2547,2.84793,0.05493,0.19486,3.12894,2.07394,1.89793,10.50339,0.4612,4.72356,0.35797,0.00663,9.17315,13.88849,2.07112,20.84845,1.36392
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_46FAA,0.0646,0.02253,0.0,0.0,0.0,0.00729,0.00177,0.02905,0.00508,0.01899,0.09107,0.02533,0.04,0.0,0.07159,0.0,0.05377,0.03617,0.00042,0.03201,0.00556,0.02605,0.06016,0.0,0.0,0.00079,0.0,0.19132,0.00116,0.0,0.1589,0.0,0.00264,0.0107,0.0029,0.0,0.00042,0.0,0.0,0.03829,0.0,0.0012,0.02618,0.00147,0.04194,0.0,0.0,0.09288,0.0,0.0,0.0,0.01272,0.00094,0.01308,0.00521,0.00984,0.25967,0.07566,0.0,0.04142,0.00142,0.0,0.0,0.00338,0.0,0.0,0.00473,0.00733,0.0,0.00246,0.0,0.0266,0.00632,0.0,0.00716,0.0,0.0,0.0,0.09489,0.05719,0.0,0.10675,0.06122,0.0,0.01113,0.00167,0.0,0.0058,0.02303,0.00796,0.0,0.08806,0.07029,0.0,0.0,0.18261,0.0,0.0,0.0,0.0,0.00246,0.0,0.12568,0.00179,0.00716,0.11472,0.0,0.0,0.09206,0.00161,0.06971,0.06322,0.0,0.0,0.00369,0.0,0.0,0.0118,0.0,0.00268,0.0,0.00582,0.0,0.01013,0.0072,0.14141,0.01464,0.66781,0.02072,0.0,0.0,0.0,0.0,0.0,0.08471,0.28763,0.00162,0.01915,0.0,0.03469,0.0091,0.01871,0.0,0.00711,0.08267,0.0,0.0,0.00518,0.06153,0.0,0.03399,0.01645,0.00191,0.00346,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus,0.06202,0.12434,0.25362,0.0,0.33303,0.14001,0.23137,0.23625,0.1832,0.11105,0.1039,0.0,0.0,0.0,0.21085,0.06618,0.12046,0.27763,0.0,0.09584,0.28806,0.03139,0.13146,0.02833,0.14981,0.0,0.0,0.23485,0.11953,0.33887,0.42518,0.0,0.0,0.18755,0.0343,0.03473,0.0,0.0,0.0,0.1807,0.0,0.43186,0.17554,0.02309,0.54775,0.0,0.0,0.19126,0.0,0.09879,0.0,0.1511,0.10356,0.7325,0.0,0.0,0.1102,0.47852,0.12467,0.12506,0.34863,0.12773,0.0,0.0,0.16336,0.0,0.19231,0.02201,0.34371,0.07102,0.50912,0.00498,0.17902,0.0,0.0984,0.09673,0.27064,0.16318,0.0404,0.72447,0.20495,0.39719,0.11265,0.0,0.0205,0.29135,0.0,0.26482,0.40397,0.0,0.15065,0.21005,0.40907,0.25148,0.0,0.07523,0.06635,0.09429,0.16345,0.0902,0.0,0.0,0.25454,0.16214,0.31639,0.35304,0.191,0.15718,0.21676,0.04394,0.1239,0.23172,0.0,0.47722,0.09112,0.33761,0.07849,0.72426,0.32103,0.14432,0.11233,0.33381,0.02587,0.20554,0.27138,0.32112,0.16288,0.33458,0.0,0.0,0.08311,0.0,0.0,0.0,0.41591,0.33117,0.0,0.06159,0.0,0.01757,0.0,0.1418,0.0,0.10605,0.5614,0.0,0.0,0.0,0.45766,0.05404,0.14533,0.24739,0.0,0.0,0.11683
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae,0.06118,0.0,0.0,0.0,0.0,0.0,0.0,0.0981,0.0,0.0,0.00561,0.17886,0.06121,0.0,0.00804,0.0,0.0,0.0,0.0,0.0,0.0,0.01415,0.0,0.00504,0.00331,0.0,0.0,0.0,0.0,0.0,0.0,0.30217,0.08549,0.0,0.0,0.0,0.0,0.0,0.03298,0.0,0.0,0.0,0.00376,0.01161,0.0,0.01462,0.0,0.10219,0.0,0.0,0.0,0.06779,0.0,0.0,0.03913,0.0,0.06567,0.0,0.0,0.00636,0.0,0.01027,0.71564,0.0,0.0,0.00449,0.0153,0.0,0.0,0.22792,0.0,0.01346,0.02858,1.78085,0.0,0.27694,0.0,6.53529,0.25524,0.03523,0.0,0.43493,0.07634,0.0,0.0,0.0192,0.0,0.00325,0.05267,0.0,0.0,0.0,0.02679,0.35555,0.04924,0.12998,0.10523,0.00212,0.00871,0.0,0.46149,0.06805,0.04404,0.92103,0.0,0.0,0.03859,0.01022,0.02475,0.0,0.10382,0.00715,0.0,0.0,0.07773,0.07778,0.10387,0.0,0.00033,0.0,0.0,0.0,0.0,0.0,0.0,0.04703,0.0,0.0,0.0,0.0,0.0,0.0,0.01086,0.1285,0.15339,0.0,0.0,0.15865,0.0,0.61795,0.0,0.0,0.0,0.0,0.03085,0.0,0.00197,0.0,0.18275,0.01217,0.0,0.0,0.1312,0.0,0.00935
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_unclassified,0.0528,0.18696,0.02192,0.13274,0.00881,0.01712,0.00524,0.01098,0.00628,0.02603,0.00532,0.0411,0.16134,0.00101,0.01728,0.34327,0.01682,0.0,0.87838,0.05585,0.00739,0.00618,0.53467,0.20144,0.00189,0.77152,1.01264,0.10509,0.01105,0.00939,0.01394,0.03587,0.01853,0.10817,0.00503,0.00597,0.00242,0.00571,1.36619,0.0,0.01135,3.10794,0.02494,0.10228,0.01261,0.11571,0.46936,0.01128,0.02076,0.0006,0.03504,0.0,0.00403,1.07451,0.0,0.03335,0.0,0.02221,0.02564,0.38358,0.12011,0.0,0.01626,0.07385,0.30575,0.06757,0.01223,0.01143,0.08007,0.01345,1.3582,0.00698,0.01502,0.03268,0.00353,0.0109,0.0,0.74246,0.10762,0.13549,1.4842,0.02917,0.01667,0.02756,0.00514,0.08784,0.03943,0.02794,0.00336,0.17904,0.0,0.0,0.03127,0.03406,0.02292,0.20257,0.25829,0.16594,0.06051,0.01417,0.01761,0.08257,0.00551,0.0,0.04268,0.03612,0.01464,0.30904,0.01079,0.0,0.02544,0.1633,0.10505,0.00682,0.04528,0.02448,0.8682,0.12195,0.17419,0.00428,0.08165,0.0,0.00908,0.18673,0.04345,0.00652,0.02309,0.04316,0.02954,0.00166,0.0118,0.0261,0.13014,0.09359,0.04115,0.0,0.00286,0.18852,0.00931,0.00923,0.18808,0.02898,0.05322,0.2786,0.00279,0.00839,0.00461,0.00467,0.04961,0.14432,0.06798,0.01221,0.38039,0.01008,0.08371
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Butyricimonas|s__Butyricimonas_synergistica,0.04144,0.02707,0.0,0.0,0.0,0.00569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03074,0.0,0.0,0.00251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00202,0.0,0.0,0.01967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00113,0.0,0.15242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049,0.0,0.0,0.00427,0.0,0.0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00098,0.0,0.0,0.0,0.0,0.00185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00172,0.0,0.0016,0.01329,0.0,0.0,0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus,0.03656,0.03267,0.0,0.0,0.0,0.22745,2.44748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06851,0.0,0.0,0.29497,0.03166,0.0,0.0,0.0,0.0,0.00511,0.00846,0.01915,0.0,0.0,0.12336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18522,0.00091,0.00572,0.0,0.0,0.0,0.0,0.0,0.04875,0.0,0.0,0.0,0.00163,0.0,0.0,0.0,0.0,0.0,0.22877,0.01539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00099,0.0,0.0,0.0,0.0,0.0,0.00466,0.0,0.05658,0.78857,0.0,0.0,0.0,0.7313,0.0,0.02653,0.0,0.01946,0.0,0.0,0.1288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31812,0.0,0.0,0.0,0.01897,0.03927,0.0,0.0,0.0,0.0,0.2116,0.0,0.04602,0.0,0.05253,0.0,0.10893,0.0,0.0,0.03128,0.0,0.0,0.0,0.0,1.30255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048,0.0,0.01832,0.0,0.00535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14644,0.11946,0.0,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens,0.03283,0.0,0.0,0.01322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47692,0.00024,0.0,0.0,10.62512,0.0,0.0,0.05964,0.00569,0.0,0.0,0.0,0.0,0.0,0.00826,0.0,0.0,0.0,0.05743,0.02546,0.0,0.0,0.0,0.00103,0.0,0.0,0.0,0.0,0.00051,0.0,0.00702,0.0,0.00833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02063,0.0,0.0,0.00115,0.0,0.0,0.05078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00094,0.0,0.0,0.0,0.0,0.07056,0.0,0.00343,0.0069,0.02318,0.0,0.0,0.0,0.0,0.0,0.00163,0.0,0.0,0.0,0.04067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01161,0.00438,0.0,0.04767,0.0,0.0,0.0,0.01152,0.00795,0.0,0.0,0.02441,0.0,0.0,0.07493,0.0,0.0,0.0,0.0,0.00599,0.0,0.00485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00457,0.0,0.04517,0.0,0.00735,0.03122,0.0,0.02301,0.0,0.0,0.0,0.0,0.0,0.0,0.0042,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens,0.03267,0.06565,0.22877,0.00333,0.0,0.32355,0.33734,0.11318,1.13422,0.006,0.00804,0.01445,0.0,0.0,0.65697,0.00158,0.07386,0.01695,0.80749,0.53328,0.25488,1.88172,0.35185,0.02409,0.17059,0.58848,1.04012,0.65176,0.83684,0.59239,0.63623,0.03807,0.01438,0.19829,0.06127,0.62976,0.08093,3.02258,1.23351,0.03169,0.17245,0.00563,0.05796,0.01296,0.13728,0.0,0.59575,0.02249,0.27118,0.03237,0.0,0.19693,0.01282,0.08495,0.02242,0.03392,0.00074,0.12755,0.0,0.17969,0.00411,0.00879,0.0,0.18762,0.03586,0.0,2.77372,0.19731,0.00836,0.16614,1.04227,0.13283,0.02476,0.0,0.21137,3.94709,0.03159,0.02139,0.03316,0.37556,0.19791,0.00479,0.48468,0.03408,0.00015,0.00136,0.0171,0.03441,1.37265,4.72207,1.16748,0.01894,0.00698,0.39474,0.02986,0.10089,0.09365,0.03197,0.17397,0.01186,0.21098,0.01686,0.6278,0.1595,0.06896,0.56707,0.3418,0.34432,1.24363,0.00488,0.33979,1.63845,0.04079,0.05231,0.02896,0.50583,0.27578,0.15762,0.06069,0.14178,0.08063,0.29781,0.17155,0.10098,0.10021,0.08004,0.00849,0.65834,0.23093,0.1037,0.12019,0.00134,0.0,1.98585,0.09954,0.18287,0.29906,0.0642,0.0,0.12383,0.27348,0.00553,0.06243,0.11751,0.03206,1.66315,3.58741,0.26074,0.02099,0.0395,0.35876,0.02635,0.08459,1.17181,2.09733
